"name","area_11_1_856_S25","area_11_2_856_S25","area_11_3_856_S25","area_11_1_15_S25","area_11_2_15_S25","area_11_3_15_S25","area_11_1_92_S25","area_11_2_92_S25","area_11_3_92_S25","area_2_1_15_J17","area_2_2_15_J17","area_2_3_15_J17","area_2_1_15_J25","area_2_2_15_J25","area_2_3_15_J25","area_2_1_15_S17","area_2_2_15_S17","area_2_3_15_S17","area_2_1_15_S25","area_2_2_15_S25","area_2_3_15_S25","area_8_1_15_S25","area_8_2_15_S25","area_8_3_15_S25","area_10_1_15_J17","area_10_2_15_J17","area_10_3_15_J17","area_10_1_15_J25","area_10_2_15_J25","area_10_3_15_J25","area_11_1_856_J25","area_11_2_856_J25","area_11_3_856_J25","area_11_1_15_J25","area_11_2_15_J25","area_11_3_15_J25","area_11_1_92_J25","area_11_2_92_J25","area_11_3_92_J25","area_8_1_15_S17","area_8_2_15_S17","area_8_3_15_S17"
"group","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA"
"(R)-Malate","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","1844507.00686337","1984371.15250577","1704408.09213704","720676.762357182","380077.026038812","335743.40311694","458995.90419869","182524.983189016","217718.027773961","906715.021171027","418996.435985078","851515.363035041","351794.585465587","1223349.34898477","187525.748964314","671113.888480725","498620.34464937","526503.324743562"
"(R)-Prunasin","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","213567.541145683","171235.709519002","120526.743727495","364005.829593293","738987.068063719","753290.671608959","66814.7276434527","52653.0726995631","59719.364092126","5708.31957751093","6748.61609831362","5055.92165450995","2816.31053611422","4334.41515221047","2821.76206214219","177777.306445515","241958.254863923","218315.922809461"
"(R_R)-Tartaricacid","1800259.88127568","1753879.31653584","1863036.47966223","1311747.34504449","1807353.02698583","1841590.56616575","2093813.40989782","1953440.01907924","1875534.19661808","1412258.67512092","1630356.2541225","1324512.91246524","260461.907437314","1364559.96465345","1386397.20372659","434859.480522078","779395.207519587","876388.532704199","865288.305527314","1458859.14910233","964033.410119165","1405376.31912845","996256.840715114","1379721.86971904","1786329.17418535","1789297.97375442","1793511.97186595","1749126.67694675","1287110.24332157","2003007.96104084","1228294.43949675","1792601.64090203","1788523.64451611","1827957.96704905","1916431.23855566","1813802.41506204","1859780.50777534","1743037.97400301","1220329.76469252","959824.698399902","1597652.15089233","1637448.19351512"
"(S)-Malic acid-1-O-beta-D-glucopyranoside","22742105.6421522","27165726.5647341","27304193.5138085","28284816.1739927","24848559.6546158","27592278.4908283","23427509.4389734","28971728.1593198","23960226.9964429","20693655.5577845","21898382.7189025","20988868.8115895","22738618.5846161","23610968.1151569","21800616.2994522","19325157.200785","18557705.3678808","17953150.1303178","17161611.5965044","15656183.2524613","16318791.1867831","19036542.1869945","19641810.0963057","18605783.0063939","21218424.0728453","20906985.8464172","20987249.56261","20898077.390408","21951614.6112666","20712381.6354833","28183440.8801039","28823320.1122726","29208990.8597901","23992063.3303336","29676424.6267992","20550356.8271232","23043526.9196274","27685096.6530374","22870171.5277943","18481648.4521204","19282613.9943811","18896370.6504043"
"[FA(18:0)]12R_13S-epoxy-9Z-octadecenoicacid","21536554.0464067","23473254.2741838","30085626.5604104","14257773.6251568","15539838.0059818","13971208.2262221","22423093.6232958","18985192.2019476","18791734.3274451","40654558.5022997","30967388.0570679","28340823.9592137","17388324.2895922","11435448.9048247","11947750.7300362","6210219.24539554","5330275.40860545","8250250.63924205","8182757.47659168","9885445.60790621","8996577.75179713","10596515.7055289","12206007.5189991","10030463.4098764","3056926.78990999","2786718.60843423","2968068.7084828","6026310.5515834","3834428.67539096","14163781.0207701","11020721.0807195","3746593.09728447","4797652.65944642","5871181.59659113","3594282.51595171","4366709.12528154","7034276.1724606","7973009.87926209","8761106.39564962","9961782.65203407","13352441.2316637","12312688.7898071"
"[FA(18:1)]9Z-Octadecen-12-ynoicacid","53118891.3763721","57732068.7752445","78993320.2760286","43707584.7638652","41147000.3199451","35929013.8364863","54238977.8344229","43329035.61062","46382904.081926","132658138.358867","120678346.471532","105641771.827966","18753394.3433906","24640747.467939","25339937.1707679","47429798.4858684","41051050.5862797","54465689.1901057","45312227.827121","60053229.9693779","54153812.2299493","33242947.4354621","44452308.3479076","35026887.9528375","26894490.7190324","19935805.458875","17955439.3365179","31440531.3392578","20528594.9170231","68155384.429048","44657681.6067749","16964175.968702","23013017.6880789","40133675.1397402","20249374.8597187","27580886.4600908","32348997.4442885","49546160.6525838","37241319.381401","41720266.9049168","48736271.1284189","46634960.5734348"
"[FA(18:2)]9Z_11E-octadecadienoicacid","4139527.41752096","5979795.85828097","7379329.15494506","8687474.2544405","6794849.82455405","3665491.08180155","16134843.9991835","11108568.3122307","10392545.9675327","1000297.33743557","1993147.56329277","2754771.59708519","1704202.84966343","1623223.33638545","1601212.63862276","16120433.9373331","18433374.7265872","33902385.6443924","10850240.3259529","19506938.5494518","16982180.3139341","11229286.0594498","12037272.447113","9554880.75795611","1755265.23839339","812706.729377535","1625810.85333384","2248681.13045217","1993407.12764214","2727340.42184515","1760895.64498398","2661989.01063835","1230568.96380966","2255214.54543548","1795882.42525156","1044372.84722728","2125347.52565595","3630123.75445567","4839984.99211201","8712463.73556118","13952661.346497","12959799.2596854"
"[FA(18:3)]13S-hydroperoxy-9Z_11E_14Z-octadecatrienoicacid","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","2529668.83918875","2291024.99786925","1810483.12772387","5104736.7048657","2447257.50034937","8446080.06436735","5535020.30504596","3587466.05030863","4269156.93066791","4773061.11458039","1875009.37097436","3329487.44060379","8477912.24824051","13977797.7454799","8384123.17989699","1830282.4800113","1898118.32369611","1657224.52723376"
"[FA(18:4)]6Z_9Z_12Z_15Z-octadecatetraenoicacid","33131527.1295971","39402593.5941926","47663779.3160757","47760808.421458","43308912.8213839","43116165.8730733","59433100.8672047","59875484.7628456","65085044.9744363","109519287.434692","115370144.639681","75117303.8936983","45144288.3239227","35011803.4569227","34451217.8299125","30001991.7592451","30412200.9769716","32984767.830681","25092658.3895041","34532053.8712843","27830847.4480437","19281432.3837799","25422844.4258554","16637667.1804613","27500564.2259587","25594116.9626872","19737696.6312772","48887310.9407671","21602621.4813867","42773474.8859887","38160292.4279105","20341330.9460153","31066204.8434577","51079473.0809005","20170131.4323086","31704078.9387557","48216694.0166514","81026605.5690971","47276238.3301554","26624152.1536929","25586270.0689204","22001747.3469195"
"[FAhydroxy(18:0)]12_13-dihydroxy-9Z-octadecenoicacid","13424196.4370435","15536658.9235101","20793360.136613","3368838.30509701","4795083.69451541","5568628.91230962","6196367.16637622","6695533.40033646","7144080.89416675","2259343.00274731","2047036.37457838","1545023.33437377","1469706.74108526","966125.896806625","824075.158182206","16781282.182742","12245279.7135262","17222584.9152443","4827802.88696036","5550499.67364488","3788300.36835869","2711530.63864781","2091654.0319182","1566137.46907713","772664.372245942","766527.67567872","612318.800755682","2954922.85498312","1407102.83448692","11648805.0427894","7343078.045512","1154977.78630469","2859295.29262812","2432624.73281936","1277321.98700658","2644701.79907106","3346666.78480078","4259572.14839782","5086792.51834334","4180275.74659046","5380264.3681867","4962052.83850197"
"[FAhydroxy(4:0)]N-(3S-hydroxy-butanoyl)-homoserinelactone","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","199412.680569487","110973.562156712","173244.590727011","175628.853918154","156739.827499452","185513.866020716","367536.289169389","420174.367236108","304192.565817856","542514.091821716","528431.446488244","533619.726858723","888441.828140502","779311.827443423","804767.991924455","300136.790773824","860294.573178197","1366007.15192196"
"[FAtrihydroxy(18:0)]9_10_13-trihydroxy-11-octadecenoicacid","3249522.60881567","3478128.39898726","4598657.16278522","1654392.66095757","2136698.17381779","2035631.19124602","2608753.14464822","2752802.76762374","3025811.58111714","2766767.01846745","2823892.65645957","2091292.24053797","670479.532627079","849199.443434397","713067.308328982","1480834.5574693","1207272.85797196","1602964.92003323","1301009.52506613","1451622.63292491","1249953.92478476","1831904.97208281","1881239.47047656","1221118.51698541","288152.85213634","241612.093322073","218100.73067144","857341.271320679","321840.947246166","955611.811747447","1861668.96705105","1306188.35028436","1395044.46054253","1197117.82482304","533650.525273046","1154093.40310515","2520932.02935897","2643711.21871883","2645240.27051103","606404.919194968","689482.679308738","571498.44860443"
"[STtrihydrox]3alpha_11beta_21-5alpha-trihydroxy-pregnane-20-one","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","1641962.27948169","1942416.60273114","953467.820405324","1623932.38293579","1069673.96841934","1415815.88496273","2339304.89137283","1602942.9038046","2616096.6490791","2103356.87478253","2080062.73760295","1817552.0621563","1284629.26145402","3873589.7375669","1263741.43591832","1954911.8215237","1324251.84629474","926586.943328934"
"1-(4-Hydroxyphenyl)-2-aminoethanol","122720.68001999","170726.54939878","231566.938458936","2506943.18868343","1469333.94125766","1251921.59012221","2792255.51312804","5422172.02383997","5715424.68382901","7470862.32489051","2782722.68531811","822644.924349331","29397517.6825342","14652616.6955226","20442042.2885401","67795363.4921691","70021843.8927846","92846590.1548655","16680550.5293646","28075380.9005207","17500059.8108095","2133764.59188443","3804208.74590483","1647508.55644635","118733.068972533","187796.709941649","143218.05307131","1000304.57455643","371202.807445229","270386.885522768","159703.919965259","752633.274885765","358272.242862548","946997.923920034","277416.609627213","934106.061852831","3391062.17175","3219046.20831253","3029405.22520089","851360.331012143","1043207.75678332","711331.609095282"
"1-(Dimethylsilyl)-1H-pyrrole","681393515.69666","678565594.581181","676004897.657776","670247577.919066","691717743.056384","660840633.010787","673713978.699726","683177481.75728","672741688.08155","687584174.565768","681788431.643867","678334694.60775","680715503.369513","667893310.735976","669528320.590325","766380724.975262","773888592.466837","755894379.543855","787296596.172802","833382193.136507","828493682.296224","752832322.707653","746260847.640459","755236881.164259","676004357.08801","678968606.384444","671794590.094985","682716527.449538","668552898.924127","665533264.570139","663316524.606044","678012495.243875","687957794.688442","681984617.612917","687356868.799423","690545611.401834","691835361.081065","690932280.758115","689021281.154957","720106397.201892","737119305.233662","735228674.515034"
"1-Boc-4-Vinylpiperidine","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","725638.402369211","357022.174045002","884403.329253995","609250.516229688","560411.785242436","672654.108194416","755415.615273116","1249560.36132732","705140.371304685","487672.958000619","348762.742154507","323138.830560713","615896.380750116","379864.880310907","393073.624202395","516055.383491935","674223.885352293","518258.942092708"
"1-deoxynojirimycin","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","1095114.52258856","1524535.5073975","1287325.53626832","1456249.50938715","1882949.54124066","2030690.52372665","987296.500605589","573650.202906436","734335.658753854","1414376.88667917","1766675.83521165","1759749.45379876","1929338.03032209","2415048.51508671","1390267.8671626","2757169.21672616","2556830.65664185","2633013.59352645"
"1-Methylpyrrolinium","306943.369782096","311799.754813637","136837.466695973","894868.212748658","204954.798344145","175351.581641051","1221600.6407687","437606.820906865","841799.378327095","267141.663955582","377311.80693364","171402.494701876","417561.549532892","267019.244058296","1211069.86544838","3976844.80461089","3103049.7897666","3780365.23021195","2625796.4810673","3247816.48406325","2545818.63490904","638013.491241498","1217890.03529286","918218.689413165","1908222.43658227","511430.223851854","781173.518606996","1527529.68673955","1248350.22002211","401663.84872835","540962.349942575","2237646.14192883","940459.465428317","1080944.5760659","804529.453739668","1525921.79544181","804875.047083172","1478651.54875271","813690.86764404","354744.58779781","335315.287318301","784269.059056904"
"1-palmitoylglycerol;MAG(16:0)","1296246.80671342","737640.220404041","973975.63279526","1311294.78054933","20202.7789677403","56464.7172854681","1567962.22750858","144143.240100945","231100.661781126","1059059.88202179","615121.992074339","860147.371434227","525254.355217449","292645.67480946","254472.002469109","1536318.94203184","928090.571178616","2158305.37571412","2665199.14405764","3468489.51765096","3965221.23426722","2100734.49070367","2634252.70773505","1672521.45318725","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977"
"1(2H)-Isoquinolinone","76100.517256693","103775.174635987","118120.204298777","2288691.6717707","683562.125092071","522066.93059299","1984689.38008158","2321000.00228383","3044863.56296104","129481.830502621","300099.71338051","70257.6650141754","1119553.61250446","233402.030457479","238326.947908884","15179558.0594424","11744233.8598402","15760914.2018076","9255113.06452714","14490694.5273957","10200239.0836058","584613.625942994","5178047.94508427","3445365.10493584","32572.5064918152","84483.3009383846","77160.0727063707","477344.395748342","1270089.26165025","89149.3108852851","46210.7120961816","231904.311023752","145632.054024172","273057.950474538","761111.967843259","328607.607604625","1414865.96252745","317014.927068104","1335076.43340279","802329.117636812","1334137.2210012","1050537.77197012"
"1,1'-(1,4-Phenylene)bis{3-[2-(dimethylamino)ethyl]urea}","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","267901.741359377","278251.978546106","197121.774508635","551189.634672024","359907.670430423","204870.459635022","330882.849264888","185590.831123658","333167.730876849","442790.775535868","340850.428675332","353914.222583505","283881.695431196","381148.656166788","337227.830910777","1883553.26290959","2132501.13098393","1927439.05376147"
"1,1,6-Trimethyl-1,2-dihydronaphthalene","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","265827.592603664","13413.0548963366","120401.114049669","65019.2723413122","317034.079625569","149954.858330283","158362.01469985","487012.975677115","137035.187350945","90389.22470601","77578.331733547","3691.95941311857","132991.634596389","19244.0567651477","139383.981146583","265954.485605361","454330.084772285","186166.54852504"
"1,2-Divinylbenzene","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","5170070.60739079","5064549.50704779","3703158.43485057","3222549.41922745","4696783.1692908","4753461.41810142","4862027.77044131","4676153.7694272","3637927.28917195","3608835.19476534","3786732.53180071","3630990.15304647","1583739.3138144","5118319.90278802","5168755.72937995","1608195.68038735","3765046.60686311","3656859.59614317"
"1,3,5-Heptatriene","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","12743072.4565054","17235708.8188778","14821219.9933436","10819323.1464997","10495327.2345737","7249279.11015907","13577811.4874308","5011279.8352335","9846201.80555979","12369413.2135942","9011908.29813715","12691905.9937376","2934938.94316654","5001134.69749572","2718699.50986656","6000786.2351163","4999982.52082853","4654896.03850346"
